,q103_survey_type,q213_no_members,q216_house_pucca_kachha,q217_house_type,q218_house_no_stories,q223_house_no_bedrooms,q224_house_no_toilets,q225_house_no_otherrooms,land_area_sqfeet,q228_plot_use_house_in_percent,q301_grid_yn,q313_grid_billfreq,q610_elec_bill_physical_yn,q610_a_no_billing_days,q610_b_billed_units,q405_a_incadescent_bulb_no,q405_b_cfl_bulb_no,q405_c_led_bulb_no,q405_d_led_tube_light_no,q405_e_cfl_tube_light_no,q409_ceiling_fan_yn,q410_ceiling_fan_no,q415_table_fan_yn,q416_table_fan_no,q421_air_coolers_yn,q422_air_coolers_no,q427_ac_yn,q428_ac_no,q459_tv_yn,q460_tv_no,q466_fridge_yn,q467_fridge_no,q471_mixer_grinder_2_yn,q472_wash_mach_yn,q476_iron_yn,q477_water_pump_yn,q480_water_pump_cap_hp
8181,2,4,3,2.0,3.0,1,1,1,100.0,100.0,1,1.0,0.0,,,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8189,1,4,3,1.0,1.0,1,2,2,600.0,100.0,1,1.0,1.0,30.0,135.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8192,1,4,3,1.0,1.0,1,2,2,700.0,95.0,1,1.0,1.0,30.0,52.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8194,2,6,1,,,3,1,5,6000.0,,1,1.0,1.0,30.0,197.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,
8204,1,4,3,1.0,1.0,1,1,1,900.0,75.0,1,1.0,1.0,30.0,63.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0
8219,1,2,3,1.0,1.0,1,2,3,750.0,85.0,1,1.0,1.0,30.0,106.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8221,1,6,2,1.0,1.0,1,1,3,1800.0,90.0,1,1.0,1.0,30.0,76.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
8247,2,8,3,1.0,1.0,2,1,2,400.0,80.0,1,1.0,1.0,30.0,14.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8253,2,4,2,1.0,1.0,1,1,1,350.0,50.0,1,1.0,1.0,30.0,117.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8256,2,4,3,1.0,3.0,1,1,1,,,1,1.0,0.0,,,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8287,1,7,2,1.0,1.0,2,1,2,400.0,90.0,1,1.0,0.0,,,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8297,1,7,3,1.0,1.0,3,2,3,8608.0,70.0,1,1.0,1.0,30.0,25.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8302,1,8,1,,,1,4,1,400.0,75.0,1,1.0,0.0,,,0.0,1.0,4.0,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8304,1,6,3,1.0,1.0,2,3,2,8608.0,80.0,1,1.0,1.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8306,1,6,3,1.0,1.0,2,1,2,8070.0,80.0,1,1.0,1.0,30.0,14.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8315,2,3,2,,,1,1,0,700.0,55.0,1,1.0,1.0,30.0,31.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
8328,2,3,2,1.0,1.0,1,1,0,500.0,85.0,1,1.0,1.0,30.0,88.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8357,1,5,3,1.0,1.0,1,1,2,350.0,80.0,1,1.0,1.0,25.0,42.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8365,2,4,3,1.0,1.0,1,1,0,150.0,100.0,1,1.0,1.0,30.0,68.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
8368,1,4,3,1.0,1.0,2,2,3,785.0,85.0,1,1.0,1.0,30.0,46.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8371,2,6,3,1.0,1.0,1,1,1,300.0,80.0,1,1.0,1.0,30.0,167.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8390,1,4,3,1.0,1.0,2,1,1,850.0,70.0,1,1.0,0.0,,,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8391,1,4,3,1.0,1.0,2,2,3,3000.0,75.0,1,1.0,1.0,30.0,106.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8397,1,5,3,1.0,1.0,2,1,1,800.0,80.0,1,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,
8416,1,2,3,1.0,1.0,1,1,1,450.0,100.0,1,1.0,1.0,30.0,28.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
8424,1,6,2,1.0,1.0,2,1,2,600.0,85.0,1,1.0,1.0,25.0,81.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8440,2,7,2,,,1,1,2,450.0,60.0,1,1.0,1.0,30.0,132.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8453,2,3,3,1.0,1.0,2,1,1,,,1,1.0,0.0,,,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8454,1,2,3,1.0,1.0,1,1,4,1800.0,100.0,1,1.0,1.0,30.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8461,2,7,3,1.0,1.0,3,1,3,8070.0,90.0,1,1.0,1.0,30.0,32.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8463,1,4,3,1.0,1.0,1,1,4,1300.0,100.0,1,1.0,1.0,30.0,56.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8480,1,7,3,1.0,1.0,1,1,3,,90.0,1,1.0,1.0,30.0,154.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
8488,2,4,2,,,1,1,0,500.0,70.0,1,1.0,1.0,30.0,55.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
8494,2,7,3,1.0,1.0,1,1,1,750.0,80.0,1,1.0,1.0,30.0,177.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8499,2,4,2,1.0,1.0,2,1,1,2000.0,50.0,1,1.0,1.0,30.0,29.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
8503,2,2,3,1.0,1.0,3,1,1,550.0,90.0,1,1.0,1.0,30.0,39.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,
8506,2,6,3,1.0,2.0,2,2,6,550.0,60.0,1,1.0,0.0,,,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8508,1,5,2,1.0,1.0,2,1,1,800.0,80.0,1,1.0,1.0,22.0,65.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8516,1,4,2,1.0,1.0,2,1,3,1100.0,65.0,1,1.0,0.0,,,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8529,1,6,2,1.0,1.0,2,1,5,1500.0,100.0,1,1.0,1.0,30.0,10.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8530,2,3,3,1.0,1.0,1,1,1,900.0,100.0,1,1.0,1.0,30.0,219.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.5
8533,2,3,2,,,1,1,1,150.0,100.0,1,1.0,1.0,30.0,97.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8546,1,4,2,1.0,1.0,2,1,2,500.0,75.0,1,1.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8556,1,4,3,1.0,1.0,1,1,1,210.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8558,1,4,2,1.0,1.0,1,1,1,,80.0,1,1.0,1.0,30.0,11.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
8578,2,5,3,1.0,1.0,2,1,2,8070.0,80.0,1,1.0,1.0,30.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8586,1,3,1,,,1,1,2,2000.0,65.0,1,1.0,1.0,30.0,20.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,
8601,1,4,3,1.0,1.0,3,1,3,1200.0,80.0,1,1.0,1.0,30.0,22.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8621,1,5,3,1.0,1.0,2,1,2,900.0,75.0,1,1.0,0.0,,,2.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,
8628,1,4,3,1.0,1.0,1,1,2,280.0,75.0,1,1.0,0.0,,,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8640,2,7,3,1.0,1.0,1,1,3,560.0,90.0,1,1.0,1.0,22.0,35.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8641,1,5,3,1.0,1.0,2,1,2,1000.0,60.0,1,1.0,1.0,25.0,85.0,2.0,4.0,2.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8643,2,4,3,1.0,1.0,2,2,2,7532.0,85.0,1,1.0,1.0,30.0,48.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8644,2,6,3,1.0,1.0,2,1,2,7532.0,90.0,1,1.0,1.0,60.0,68.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8659,2,6,2,1.0,1.0,2,1,2,350.0,80.0,1,1.0,1.0,30.0,31.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8661,1,5,3,1.0,1.0,2,1,2,400.0,80.0,1,1.0,1.0,30.0,49.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8664,1,5,2,1.0,1.0,2,1,2,600.0,80.0,1,1.0,0.0,,,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8671,1,6,2,1.0,1.0,2,1,2,1200.0,70.0,1,1.0,0.0,,,2.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8703,1,4,1,,,1,1,1,,,1,1.0,0.0,,,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8705,1,4,1,,,1,1,1,1000.0,60.0,1,1.0,1.0,30.0,16.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8719,2,6,3,1.0,1.0,1,1,2,300.0,100.0,1,1.0,1.0,30.0,85.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8734,1,5,3,1.0,1.0,1,1,2,350.0,60.0,1,1.0,1.0,20.0,,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8740,1,3,3,1.0,1.0,2,1,2,51840.0,,1,1.0,1.0,30.0,60.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8750,2,6,2,1.0,1.0,2,1,2,550.0,90.0,1,1.0,1.0,30.0,161.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
8757,1,3,3,1.0,1.0,1,1,3,250.0,90.0,1,1.0,1.0,20.0,149.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8762,1,5,1,,,1,1,1,2200.0,56.0,1,1.0,1.0,30.0,77.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,
8771,2,3,2,,,1,1,1,150.0,100.0,1,1.0,1.0,30.0,49.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8776,1,4,2,1.0,1.0,1,1,4,,80.0,1,1.0,1.0,30.0,67.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
8779,1,7,3,1.0,1.0,3,1,3,1600.0,80.0,1,1.0,1.0,30.0,131.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8782,1,6,2,1.0,1.0,2,0,0,2000.0,50.0,1,1.0,1.0,30.0,26.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8783,2,5,3,2.0,1.0,1,1,0,250.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
8794,1,4,3,1.0,1.0,1,1,2,400.0,50.0,1,1.0,0.0,,,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8802,1,4,3,1.0,2.0,2,1,1,,,1,3.0,0.0,,,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8811,1,4,3,1.0,1.0,1,1,3,250.0,80.0,1,1.0,1.0,25.0,22.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8815,1,6,2,1.0,1.0,1,1,3,200.0,75.0,1,1.0,1.0,25.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8851,1,5,3,1.0,1.0,2,1,2,6994.0,70.0,1,1.0,1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8853,1,4,3,1.0,1.0,2,2,1,1300.0,80.0,1,5.0,0.0,,,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
8875,1,5,2,1.0,1.0,2,1,2,570.0,65.0,1,1.0,0.0,,,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8883,1,7,3,1.0,1.0,1,2,3,800.0,70.0,1,1.0,0.0,,,3.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8896,1,4,3,1.0,1.0,1,2,2,1000.0,100.0,1,1.0,1.0,30.0,17.0,1.0,8.0,5.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8915,1,4,3,1.0,1.0,1,1,1,200.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8918,1,5,3,1.0,1.0,2,1,2,1000.0,90.0,1,1.0,1.0,30.0,30.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
8919,1,7,3,1.0,1.0,2,1,2,1000.0,95.0,1,1.0,1.0,30.0,79.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,7.0
8944,1,4,3,1.0,1.0,1,1,2,1500.0,50.0,1,1.0,1.0,30.0,82.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
8958,1,2,2,1.0,2.0,2,2,2,350.0,90.0,1,1.0,1.0,30.0,25.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8960,2,4,3,2.0,1.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,160.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,
8995,2,4,3,2.0,3.0,1,1,1,120.0,100.0,1,1.0,0.0,,,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
8998,2,4,2,1.0,2.0,1,1,2,1400.0,50.0,1,1.0,1.0,30.0,90.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
9013,2,5,1,,,1,1,2,450.0,90.0,1,1.0,1.0,25.0,,1.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
9014,1,7,2,1.0,1.0,4,2,4,1200.0,90.0,1,1.0,1.0,30.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
9016,1,5,2,1.0,1.0,2,1,2,600.0,80.0,1,1.0,1.0,52.0,84.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
9017,2,6,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,
9019,1,4,3,1.0,1.0,2,1,4,,80.0,1,1.0,1.0,30.0,47.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
9026,1,2,3,1.0,1.0,1,1,1,450.0,85.0,1,1.0,1.0,30.0,27.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
9027,2,9,3,1.0,1.0,2,2,0,150.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,
9028,2,1,3,2.0,3.0,1,1,0,200.0,100.0,1,1.0,1.0,30.0,85.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
9037,1,7,2,1.0,1.0,3,3,3,1000.0,80.0,1,1.0,1.0,30.0,79.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9044,2,7,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9057,1,10,3,1.0,1.0,1,1,2,1500.0,60.0,1,1.0,1.0,30.0,42.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
9065,1,2,3,1.0,1.0,1,1,1,1000.0,45.0,1,1.0,1.0,30.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
9067,2,5,2,1.0,1.0,2,1,2,500.0,40.0,1,1.0,0.0,,,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9070,1,4,3,1.0,1.0,1,2,2,600.0,100.0,1,1.0,1.0,30.0,109.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
9077,1,7,2,1.0,1.0,2,2,2,1200.0,85.0,1,1.0,1.0,30.0,20.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
9084,1,5,3,1.0,1.0,1,1,3,600.0,70.0,1,1.0,1.0,25.0,48.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9086,1,4,2,1.0,1.0,1,1,1,750.0,60.0,1,1.0,1.0,30.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
9107,1,2,3,1.0,1.0,2,1,2,500.0,80.0,1,1.0,0.0,,,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9110,2,4,3,1.0,1.0,1,1,1,170.0,100.0,1,1.0,0.0,,,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
9124,1,4,3,1.0,2.0,6,2,6,2000.0,90.0,1,1.0,1.0,30.0,48.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9127,2,5,3,2.0,16.0,1,2,2,305.0,100.0,1,1.0,1.0,90.0,407.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9129,2,8,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
9135,1,6,2,1.0,1.0,2,1,4,3000.0,50.0,1,1.0,1.0,30.0,93.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,
9137,2,2,2,1.0,1.0,1,1,2,400.0,100.0,1,1.0,1.0,30.0,193.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,,1.0,2.0,0.0,,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,
